00904,1
00905,1
00906,1
00909,1
00910,1
00911,1
00914,1
00915,1
00919,1
00921,1
00924,1
00925,1
00926,1
00929,13
00930,1
00931,1
00935,1
00936,1
00940,1
00941,1
00945,1
00946,1
00950,1
00951,1
00952,1
00955,1
00956,1
00957,1
00960,1
00961,1
00962,1
00965,1
00966,1
00967,1
00970,1
00971,1
00972,1
00975,1
00976,1
00977,1
00980,16
00981,1
00982,1
00986,1
00987,1
00991,1
00992,1
00996,1
00997,1
01001,1
01002,1
01007,1
01008,1
01011,1
01012,1
01013,1
01016,1
01017,1
01018,1
01021,1
01022,1
01023,1
01026,3
01027,1
01028,1
01031,19
01032,1
01033,1
01037,1
01038,1
01042,1
01043,1
01047,1
01048,1
01052,1
01053,1
01054,1
01057,1
01058,1
01059,1
01062,1
01063,1
01064,1
01067,1
01068,1
01069,1
01072,1
01073,1
01074,1
01077,1
01078,1
01079,1
01082,23
01083,1
01084,1
01088,1
01089,1
01093,1
01094,1
01098,1
01103,1
01104,1
01105,1
01113,1
01114,1
01119,1
01120,1
01123,1
01124,1
01125,1
01128,9
01129,1
01130,1
01134,1
01135,1
01139,1
01140,1
01144,1
01145,1
01149,1
01150,1
01151,1
01154,1
01155,1
01156,1
01159,1
01160,1
01161,1
01164,1
01165,1
01166,1
01169,1
01170,1
01171,1
01174,1
01175,1
01176,1
01179,13
01180,1
01181,1
01185,1
01186,1
01190,1
01191,1
01195,1
01196,1
01200,1
01201,1
01202,1
01205,1
01206,1
01207,1
01210,1
01211,1
01216,1
01221,1
01225,1
01226,1
01227,1
01230,16
01231,1
01232,1
01236,1
01237,1
01241,1
01242,1
01246,1
01247,1
01251,1
01252,1
01253,1
01256,1
01257,1
01258,1
01261,1
01262,1
01263,1
01266,1
01267,1
01268,1
01271,1
01272,1
01273,1
01276,3
01277,1
01278,1
01281,20
01282,1
01283,1
01287,1
01288,1
01292,1
01293,1
01297,1
01298,1
01302,1
01303,1
01304,1
01307,1
01308,1
01309,1
01312,1
01313,1
01314,1
01317,1
01318,1
01319,1
01322,1
01323,1
01324,1
01327,6
01328,1
01329,1
01332,23
01333,1
01334,1
01338,1
01339,1
01343,1
01344,1
01348,1
01349,1
01353,1
01354,1
01355,1
01358,1
01359,1
01360,1
01363,1
01364,1
01365,1
01368,1
01369,1
01370,1
01373,1
01374,1
01375,1
01378,9
01379,1
01380,1
01384,1
01385,1
01389,1
01390,1
01394,1
01395,1
01399,1
01400,1
01401,1
01404,1
01405,1
01406,1
01409,1
01410,1
01411,1
01414,1
01416,1
01419,1
01420,1
01421,1
01424,1
01425,1
01426,1
01429,13
01430,1
01431,1
01435,1
01436,1
01440,1
01441,1
01445,1
01446,1
01450,1
01451,1
01452,1
01455,1
01456,1
01457,1
01460,1
01461,1
01462,1
01465,1
01466,1
01467,1
01470,1
01471,1
01472,1
01475,1
01476,1
01477,1
01480,16
01481,1
01482,1
01486,1
01487,1
01491,1
01492,1
01496,1
01497,1
01501,1
01502,1
01503,1
01506,1
01507,1
01508,1
01511,1
01512,1
01513,1
01516,1
01517,1
01518,1
01521,1
01522,1
01523,1
01526,3
01527,1
01528,1
01531,19
01532,1
01533,1
01537,1
01538,1
01542,1
01543,1
01547,1
01548,1
01552,1
01553,1
01554,1
01557,1
01558,1
01559,1
01562,1
01563,1
01564,1
01567,1
01568,1
01569,1
01572,1
01573,1
01574,1
01577,6
01578,1
01579,1
01582,23
01583,1
01584,1
01588,1
01589,1
01593,1
01594,1
01598,1
01599,1
01603,1
01604,1
01605,1
01608,1
01609,1
01610,1
01613,1
01614,1
01615,1
01618,1
01619,1
01620,1
01623,1
01624,1
01625,1
01628,10
01629,1
01630,1
01634,1
01635,1
01639,1
01640,1
01644,1
01645,1
01649,1
01650,1
01651,1
01654,1
01655,1
01656,1
01659,1
01660,1
01661,1
01664,1
01665,1
01666,1
01669,1
01671,1
01674,1
01675,1
01676,1
01679,13
01680,1
01681,1
01685,1
01686,1
01690,1
01691,1
01695,1
01696,1
01700,1
01701,1
01702,1
01705,1
01706,1
01707,1
01710,1
01711,1
01712,1
01715,1
01716,1
01717,1
01720,1
01721,1
01722,1
01725,1
01726,1
01727,1
01730,16
01731,1
01732,1
01736,1
01737,1
01741,1
01742,1
01746,1
01747,1
01751,1
01752,1
01753,1
01756,1
01757,1
01758,1
01761,1
01762,1
01763,1
01766,1
01767,1
01768,1
01771,1
01772,1
01773,1
01782,1
01783,1
01792,1
01793,1
01797,1
01798,1
