00902,1
00903,1
00904,1
00905,1
00906,1
00907,1
00908,1
00909,1
00910,1
00932,1
00933,1
00934,1
00935,1
00936,1
00937,1
00938,1
00939,1
00940,1
00941,1
00942,1
00943,1
00944,1
00945,1
00946,1
00947,1
00948,1
00949,1
00950,1
00951,1
00952,1
00974,1
00975,1
00976,1
00977,1
00978,1
00979,1
00980,1
00981,1
00982,1
00983,1
00984,1
00985,1
00986,1
00987,1
00988,1
00989,1
00990,1
00991,1
00992,1
00993,1
01015,1
01016,1
01017,1
01018,1
01019,1
01020,1
01021,1
01022,1
01023,1
01025,1
01026,1
01027,1
01028,1
01029,1
01030,1
01031,1
01057,1
01058,1
01059,1
01060,1
01061,1
01062,1
01063,1
01064,1
01065,1
01066,1
01067,1
01068,1
01069,1
01070,1
01071,1
01072,1
01073,1
01074,1
01075,1
01076,1
01077,1
01099,1
01100,1
01101,1
01102,1
01103,1
01104,1
01105,1
01106,1
01107,1
01108,1
01109,1
01110,1
01111,1
01112,1
01113,1
01114,1
01115,1
01116,1
01117,1
01118,1
01119,1
01140,4
01141,1
01142,1
01143,1
01144,1
01145,1
01146,1
01147,1
01148,1
01149,1
01150,1
01151,1
01152,1
01153,1
01154,1
01155,1
01156,1
01157,1
01158,1
01159,1
01160,1
01182,1
01183,1
01184,1
01185,1
01186,1
01187,1
01188,1
01189,1
01190,1
01191,1
01192,1
01193,1
01194,1
01195,1
01196,1
01197,1
01198,1
01199,1
01200,1
01201,1
01202,1
01224,1
01225,1
01226,1
01227,1
01228,1
01229,1
01230,1
01231,1
01232,1
01233,1
01234,1
01235,1
01236,1
01237,1
01238,1
01239,1
01240,1
01241,1
01242,1
01243,1
01244,1
01266,1
01267,1
01268,1
01269,1
01270,1
01271,1
01272,1
01273,1
01274,1
01275,1
01276,1
01277,1
01278,1
01279,1
01280,1
01281,1
01282,1
01283,1
01284,1
01285,1
01307,1
01308,1
01309,1
01310,1
01311,1
01312,1
01313,1
01314,1
01315,1
01316,1
01317,1
01318,1
01319,1
01320,1
01321,1
01322,1
01323,1
01324,1
01325,1
01326,1
01327,1
01351,1
01352,1
01353,1
01354,1
01355,1
01356,1
01357,1
01358,1
01359,1
01360,1
01361,1
01362,1
01363,1
01364,1
01365,1
01366,1
01367,1
01368,1
01369,1
01391,1
01392,1
01393,1
01394,1
01395,1
01396,1
01397,1
01398,1
01399,1
01400,1
01401,1
01402,1
01403,1
01410,1
01411,1
01432,4
01433,1
01434,1
01435,1
01436,1
01437,1
01438,1
01439,1
01440,1
01441,1
01442,1
01443,1
01444,1
01445,1
01446,1
01447,1
01448,1
01449,1
01450,1
01451,1
01452,1
01474,1
01475,1
01476,1
01477,1
01478,1
01479,1
01480,1
01481,1
01482,1
01483,1
01484,1
01485,1
01486,1
01487,1
01488,1
01489,1
01490,1
01491,1
01492,1
01493,1
01494,1
01516,1
01517,1
01518,1
01519,1
01520,1
01521,1
01522,1
01523,1
01524,1
01525,1
01526,1
01527,1
01528,1
01529,1
01530,1
01531,1
01532,1
01533,1
01534,1
01535,1
01536,1
01558,1
01559,1
01560,1
01561,1
01562,1
01563,1
01565,1
01566,1
01568,1
01573,1
01576,1
01577,1
01599,1
01600,1
01601,1
01602,1
01603,1
01604,1
01605,1
01606,1
01607,1
01608,1
01609,1
01610,1
01611,1
01612,1
01613,1
01614,1
01615,1
01616,1
01617,1
01641,1
01642,1
01643,1
01644,1
01645,1
01646,1
01647,1
01648,1
01649,1
01650,1
01651,1
01652,1
01653,1
01654,1
01655,1
01656,1
01657,1
01658,1
01659,1
01660,1
01661,1
01683,1
01684,1
01685,1
01686,1
01687,1
01688,1
01689,1
01690,1
01691,1
01692,1
01693,1
01694,1
01695,1
01696,1
01697,1
01698,1
01699,1
01700,1
01701,1
01702,1
01703,1
01724,4
01725,1
01726,1
01727,1
01728,1
01733,1
01734,1
01735,1
01736,1
01737,1
01738,1
01739,1
01741,1
01742,1
01743,1
01744,1
01766,1
01767,1
01768,1
01769,1
01770,1
01771,1
01773,1
01774,1
01775,1
01776,1
01777,1
01778,1
01779,1
01780,1
01781,1
01782,1
01783,1
01784,1
01785,1
01786,1
