00902,9
00903,1
00904,1
00905,1
00906,1
00907,1
00908,1
00910,1
00911,1
00912,1
00922,9
00923,1
00924,1
00925,1
00926,1
00927,1
00928,1
00929,1
00930,1
00931,1
00932,1
00937,10
00938,1
00940,1
00941,1
00942,1
00943,1
00944,1
00945,1
00946,1
00947,1
00957,11
00958,1
00959,1
00960,1
00961,1
00962,1
00972,12
00973,1
00974,1
00975,1
00976,1
00977,1
00978,1
00979,1
00980,1
00992,13
00993,1
00994,1
00995,1
00996,1
00997,1
01007,14
01008,1
01009,1
01010,1
01011,1
01012,1
01013,1
01014,1
01015,1
01016,1
01017,1
01027,15
01031,1
01032,1
01042,16
01043,1
01044,1
01045,1
01046,1
01047,1
01048,1
01049,1
01050,1
01051,1
01052,1
01058,1
01059,1
01060,1
01061,1
01062,1
01063,1
01064,1
01065,1
01066,1
01067,1
01077,18
01078,1
01079,1
01080,1
01081,1
01082,1
01083,1
01084,1
01085,1
01086,1
01087,1
01092,19
01093,1
01094,1
01095,1
01096,1
01097,1
01098,1
01099,1
01100,1
01101,1
01102,1
01112,20
01113,1
01114,1
01115,1
01116,1
01117,1
01127,21
01128,1
01129,1
01130,1
01131,1
01132,1
01133,1
01134,1
01135,1
01136,1
01137,1
01147,22
01148,1
01149,1
01150,1
01151,1
01152,1
01162,23
01163,1
01164,1
01197,25
01198,1
01199,1
01200,1
01201,1
01202,1
01203,1
01204,1
01205,1
01206,1
01207,1
01213,1
01214,1
01215,1
01216,1
01217,1
01218,1
01219,1
01220,1
01221,1
01222,1
01232,27
01233,1
01238,1
01239,1
01241,1
01242,1
01247,28
01248,1
01249,1
01250,1
01251,1
01252,1
01253,1
01254,1
01255,1
01256,1
01257,1
01267,29
01268,1
01269,1
01270,1
01271,1
01272,1
01282,30
01283,1
01284,1
01285,1
01286,1
01287,1
01288,1
01289,1
01290,1
01291,1
01292,1
01303,1
01304,1
01305,1
01306,1
01307,1
01308,1
01318,2
01319,1
01320,1
01321,1
01322,1
01323,1
01341,1
01342,1
01343,1
01353,4
01354,1
01355,1
01356,1
01357,1
01358,1
01359,1
01360,1
01361,1
01362,1
01363,1
01368,5
01369,1
01370,1
01371,1
01372,1
01373,1
01374,1
01375,1
01376,1
01377,1
01378,1
01388,6
01389,1
01390,1
01391,1
01392,1
01393,1
01404,1
01405,1
01406,1
01407,1
01408,1
01409,1
01410,1
01411,1
01412,1
01413,1
01423,8
01424,1
01425,1
01426,1
01427,1
01428,1
01438,9
01439,1
01440,1
01441,1
01442,1
01443,1
01444,1
01445,1
01446,1
01447,1
01448,1
01458,10
01459,1
01461,1
01462,1
01463,1
01473,11
01474,1
01475,1
01476,1
01477,1
01478,1
01479,1
01480,1
01481,1
01482,1
01483,1
01489,1
01490,1
01491,1
01492,1
01493,1
01494,1
01495,1
01496,1
01497,1
01498,1
01508,13
01509,1
01510,1
01511,1
01512,1
01513,1
01514,1
01515,1
01516,1
01517,1
01518,1
01523,14
01524,1
01525,1
01526,1
01527,1
01528,1
01529,1
01530,1
01531,1
01532,1
01533,1
01543,15
01544,1
01545,1
01546,1
01547,1
01548,1
01558,16
01559,1
01560,1
01561,1
01563,1
01564,1
01565,1
01566,1
01567,1
01578,17
01579,1
01581,1
01582,1
01583,1
01593,18
01594,4
01595,1
01596,1
01597,1
01598,1
01599,1
01600,1
01601,1
01602,1
01603,1
01613,19
01614,1
01615,1
01616,1
01617,1
01618,1
01628,20
01629,1
01630,1
01631,1
01632,1
01633,1
01634,1
01635,1
01636,1
01637,1
01638,1
01644,1
01645,1
01646,1
01647,1
01648,1
01649,1
01650,1
01651,1
01652,1
01653,1
01663,22
01664,1
01665,1
01666,1
01667,1
01668,1
01669,1
01670,1
01671,1
01672,1
01673,1
01678,23
01679,1
01680,9
01681,1
01682,1
01683,1
01684,1
01685,1
01686,1
01687,1
01688,1
01698,24
01699,1
01700,1
01701,1
01702,1
01703,1
01713,25
01714,1
01721,1
01722,1
01723,1
01736,1
01737,1
01738,1
01748,27
01749,1
01750,1
01751,1
01752,1
01753,1
01754,1
01755,1
01756,1
01757,1
01758,1
01768,28
01769,1
01770,1
01771,1
01772,1
01773,1
01783,29
01784,1
01785,1
01786,1
01787,1
01788,1
01789,1
01790,1
01791,1
01792,1
01793,1
